,ID,sample,ancestry,pred_ancestry,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
1230,MacArthurLab_1231,train,sas,sas,-0.0118,-0.0105,0.0284,0.0268,0.0093,0.0274,0.0005,0.0026,0.0207,-0.0003
1231,MacArthurLab_1232,missing,,sas,-0.0121,-0.0109,0.0284,0.0287,0.009,0.0266,-0.0002,0.0019,0.0219,-0.0007
1232,MacArthurLab_1233,missing,,sas,-0.0116,-0.0104,0.0278,0.0264,0.0105,0.0258,-0.0016,0.001,0.0117,0.0069
1233,MacArthurLab_1234,train,sas,sas,-0.0126,-0.0107,0.0316,0.0298,0.0168,0.0186,0.0158,-0.0107,-0.0098,-0.0074
1234,MacArthurLab_1235,test,sas,sas,-0.0122,-0.0112,0.0281,0.0284,0.0073,0.0248,-0.0004,0.0,0.0164,0.0016
1235,MacArthurLab_1236,train,sas,sas,-0.0121,-0.0092,0.026,0.021,0.0056,0.0199,-0.0004,0.0003,0.0144,0.0007
1236,MacArthurLab_1237,test,sas,sas,-0.0122,-0.0058,0.0271,0.022,0.0032,0.019,-0.0002,0.0019,0.0147,0.0013
1237,MacArthurLab_1238,train,sas,sas,-0.0128,-0.0071,0.03,0.0262,0.0148,0.014,0.0091,-0.0091,-0.0202,-0.0036
1238,MacArthurLab_1239,train,sas,sas,-0.0127,-0.0074,0.0296,0.0277,0.0167,0.0145,0.0116,-0.0117,-0.0182,-0.0013
1239,MacArthurLab_1240,missing,,sas,-0.0125,-0.0069,0.0267,0.0218,0.0026,0.0205,-0.0031,0.0019,0.0128,-0.0004
1240,MacArthurLab_1241,train,sas,sas,-0.0123,-0.0088,0.0267,0.0233,0.0051,0.0223,-0.0056,0.0015,0.0131,0.0043
1241,MacArthurLab_1242,missing,,sas,-0.0129,-0.0077,0.029,0.0262,0.0143,0.0127,0.0104,-0.0106,-0.0148,-0.008
1242,MacArthurLab_1243,train,sas,sas,-0.0136,-0.0065,0.0296,0.0247,0.0115,0.0114,0.0106,-0.0077,-0.0135,-0.0059
1243,MacArthurLab_1244,train,sas,sas,-0.0125,-0.0072,0.0269,0.0235,0.0035,0.0213,-0.0011,0.0012,0.0156,0.002
1244,MacArthurLab_1245,train,sas,sas,-0.0131,-0.0064,0.0301,0.0246,0.0113,0.0128,0.0117,-0.007,-0.0075,-0.0082
1245,MacArthurLab_1246,train,sas,sas,-0.012,-0.0106,0.0255,0.0224,0.004,0.0212,-0.0001,0.0036,0.016,0.0025
1246,MacArthurLab_1247,train,sas,sas,-0.0132,-0.0072,0.0307,0.0263,0.013,0.0144,0.0127,-0.0102,-0.0089,-0.009
1247,MacArthurLab_1248,missing,,sas,-0.0128,-0.0062,0.029,0.0226,0.0119,0.0116,0.0113,-0.01,-0.0183,-0.005
1248,MacArthurLab_1249,train,sas,sas,-0.0132,-0.0053,0.0293,0.0244,0.0119,0.0093,0.0121,-0.0113,-0.0208,-0.005
1249,MacArthurLab_1250,missing,,sas,-0.0132,-0.0051,0.028,0.0239,0.0126,0.0103,0.0074,-0.012,-0.023,0.0029
1250,MacArthurLab_1251,train,sas,sas,-0.0123,-0.0066,0.0278,0.0221,0.0043,0.0208,-0.0002,0.0024,0.0132,0.0018
1251,MacArthurLab_1252,missing,,sas,-0.012,-0.0057,0.0265,0.0207,0.0035,0.0192,-0.0006,0.0017,0.0136,-0.0005
1252,MacArthurLab_1253,test,sas,sas,-0.0126,-0.0071,0.0272,0.0215,0.0029,0.0191,-0.0016,0.0026,0.013,-0.0012
1253,MacArthurLab_1254,train,sas,sas,-0.0116,-0.0065,0.0268,0.0204,0.0049,0.0213,-0.0005,0.0026,0.016,0.0041
1254,MacArthurLab_1255,train,sas,sas,-0.0128,-0.0083,0.0324,0.0317,0.0194,0.0219,0.0109,-0.014,-0.017,-0.0036
1255,MacArthurLab_1256,missing,,sas,-0.0118,-0.0105,0.0282,0.027,0.0076,0.0248,0.0006,0.001,0.016,-0.0003
1256,MacArthurLab_1257,train,sas,sas,-0.0129,-0.0118,0.0326,0.0302,0.0116,0.021,0.0136,-0.0002,0.0072,-0.0147
1257,MacArthurLab_1258,missing,,sas,-0.0123,-0.0125,0.0291,0.0283,0.0148,0.0167,0.0134,-0.0106,-0.01,-0.0107
1258,MacArthurLab_1259,missing,,sas,-0.012,-0.0094,0.0288,0.026,0.0072,0.0258,-0.001,0.0028,0.0185,0.0013
1259,MacArthurLab_1260,test,sas,sas,-0.0121,-0.011,0.0281,0.0287,0.0082,0.0258,-0.0016,0.0019,0.0141,-0.001
1260,MacArthurLab_1261,train,sas,sas,-0.0118,-0.0101,0.0279,0.0264,0.008,0.0243,0.0011,0.0016,0.0181,-0.0004
1261,MacArthurLab_1262,train,sas,sas,-0.012,-0.0101,0.0292,0.0269,0.0086,0.0271,0.0014,0.0018,0.0159,0.0049
1262,MacArthurLab_1263,train,sas,sas,-0.0121,-0.0109,0.0302,0.0289,0.0162,0.0191,0.0152,-0.0081,-0.0041,-0.007
1263,MacArthurLab_1264,train,sas,sas,-0.012,-0.0101,0.0276,0.026,0.0064,0.0227,-0.001,0.004,0.0182,-0.002
1264,MacArthurLab_1265,missing,,sas,-0.0127,-0.0128,0.0303,0.0297,0.017,0.0196,0.0139,-0.0093,-0.0057,-0.0103
1265,MacArthurLab_1266,missing,,sas,-0.0115,-0.0103,0.0281,0.0266,0.0075,0.0255,-0.0001,0.0021,0.019,-0.0017
1266,MacArthurLab_1267,test,sas,sas,-0.0115,-0.0107,0.0276,0.0249,0.0091,0.0258,0.0025,0.0023,0.0182,-0.0009
1267,MacArthurLab_1268,missing,,sas,-0.0126,-0.0122,0.0295,0.0304,0.0138,0.0161,0.0143,-0.013,-0.0133,-0.0074
1268,MacArthurLab_1269,missing,,sas,-0.0114,-0.0121,0.0271,0.0274,0.008,0.0241,-0.0005,0.0034,0.0181,0.0018
1269,MacArthurLab_1270,test,sas,sas,-0.0127,-0.0114,0.0315,0.0291,0.0105,0.0194,0.0158,-0.0019,0.0062,-0.0141
1270,MacArthurLab_1271,test,sas,sas,-0.0127,-0.0109,0.0297,0.0292,0.0181,0.0176,0.0101,-0.0129,-0.02,0.0002
1271,MacArthurLab_1272,train,sas,sas,-0.0122,-0.0109,0.0272,0.0253,0.0087,0.024,0.0014,0.0026,0.0176,-0.0012
1272,MacArthurLab_1273,test,sas,sas,-0.0125,-0.0119,0.0285,0.0303,0.0189,0.0171,0.0095,-0.0108,-0.0231,-0.0023
1273,MacArthurLab_1274,train,sas,sas,-0.0127,-0.0116,0.0299,0.0329,0.0199,0.019,0.0113,-0.0135,-0.0229,-0.0002
1274,MacArthurLab_1275,test,sas,sas,-0.0128,-0.0117,0.0304,0.0321,0.0189,0.021,0.011,-0.0143,-0.0197,-0.0047
1275,MacArthurLab_1276,missing,,sas,-0.0122,-0.0091,0.0284,0.0261,0.0082,0.0241,-0.0043,0.0008,0.0101,0.0087
1276,MacArthurLab_1277,test,sas,sas,-0.0116,-0.0094,0.0289,0.0271,0.0073,0.0261,0.0012,0.003,0.0195,0.0011
1277,MacArthurLab_1278,train,sas,sas,-0.0119,-0.0108,0.0279,0.0266,0.0085,0.0245,0.0006,0.0017,0.0153,-0.0013
1278,MacArthurLab_1279,missing,,sas,-0.0131,-0.0116,0.0319,0.0281,0.01,0.0203,0.0118,0.0031,0.0083,-0.0171
1279,MacArthurLab_1280,missing,,sas,-0.0123,-0.0108,0.0317,0.0269,0.0103,0.0188,0.0113,0.003,0.0075,-0.0157
1280,MacArthurLab_1281,train,sas,sas,-0.0126,-0.012,0.0314,0.0299,0.0102,0.0186,0.0123,0.0012,0.0077,-0.0166
1281,MacArthurLab_1282,test,sas,sas,-0.0131,-0.0107,0.0327,0.0289,0.0106,0.0205,0.0134,0.001,0.0087,-0.0163
1282,MacArthurLab_1283,train,sas,sas,-0.0126,-0.0105,0.0297,0.0316,0.0171,0.0166,0.0105,-0.0115,-0.0213,-0.0013
1283,MacArthurLab_1284,train,sas,sas,-0.013,-0.0154,0.0254,0.0237,0.0078,0.0117,0.0109,-0.0002,0.006,-0.0149
1284,MacArthurLab_1285,missing,,sas,-0.0115,-0.0087,0.0301,0.0285,0.0087,0.027,0.0012,0.0023,0.0184,-0.0021
1285,MacArthurLab_1286,missing,,sas,-0.0115,-0.0092,0.0268,0.0227,0.005,0.0226,-0.0012,0.0031,0.0199,-0.0015
1286,MacArthurLab_1287,train,sas,sas,-0.0116,-0.0102,0.028,0.0274,0.0078,0.0254,-0.0013,0.0018,0.0192,0.0001
1287,MacArthurLab_1288,train,sas,sas,-0.013,-0.0098,0.0329,0.0341,0.0216,0.0213,0.011,-0.0154,-0.0212,-0.0022
1288,MacArthurLab_1289,train,sas,sas,-0.0126,-0.012,0.03,0.0303,0.0202,0.0192,0.0103,-0.0093,-0.023,-0.0019
1289,MacArthurLab_1290,missing,,sas,-0.012,-0.012,0.027,0.0256,0.0076,0.0256,-0.001,0.0033,0.0197,-0.0016
1290,MacArthurLab_1291,train,sas,sas,-0.012,-0.0123,0.0259,0.0237,0.0072,0.0238,-0.0019,0.0011,0.0191,-0.0001
1291,MacArthurLab_1292,train,sas,sas,-0.0118,-0.0111,0.0279,0.0277,0.0084,0.0259,0.0003,0.0017,0.0177,0.0001
1292,MacArthurLab_1293,train,sas,sas,-0.013,-0.0105,0.0349,0.0332,0.0134,0.0253,0.0135,-0.0003,0.0113,-0.016
1293,MacArthurLab_1294,train,sas,sas,-0.0118,-0.0104,0.0319,0.033,0.0108,0.0314,0.0007,0.0,0.0199,0.0009
1294,MacArthurLab_1295,train,sas,sas,-0.0126,-0.0099,0.0341,0.0367,0.0235,0.026,0.0146,-0.0137,-0.0185,-0.0024
1295,MacArthurLab_1296,train,sas,sas,-0.012,-0.0101,0.028,0.0251,0.0085,0.0249,-0.0014,0.0017,0.0177,0.0017
1296,MacArthurLab_1297,train,sas,sas,-0.0117,-0.0102,0.0285,0.0285,0.0063,0.0251,0.0006,0.001,0.016,-0.0011
1297,MacArthurLab_1298,train,sas,sas,-0.0118,-0.0105,0.0293,0.0291,0.0061,0.0263,-0.0013,0.0046,0.02,0.0015
1298,MacArthurLab_1299,train,sas,sas,-0.0119,-0.0119,0.0274,0.0292,0.0093,0.0248,0.0003,0.0022,0.0171,0.0001
1299,MacArthurLab_1300,train,sas,sas,-0.0129,-0.0102,0.0327,0.0286,0.0108,0.0216,0.0111,0.0013,0.0097,-0.0155
1300,MacArthurLab_1301,missing,,sas,-0.0128,-0.0117,0.0304,0.0304,0.0098,0.0182,0.0112,0.0006,0.0063,-0.0144
1301,MacArthurLab_1302,test,sas,sas,-0.0114,-0.0111,0.0273,0.0241,0.0087,0.0262,-0.0014,0.0033,0.02,-0.0012
1302,MacArthurLab_1303,test,sas,sas,-0.0134,-0.0114,0.0318,0.0295,0.0106,0.0194,0.0119,0.0015,0.0054,-0.0142
1303,MacArthurLab_1304,missing,,sas,-0.013,-0.008,0.0358,0.0321,0.0127,0.0242,0.0142,-0.0012,0.0065,-0.0177
1304,MacArthurLab_1305,missing,,sas,-0.0125,-0.0088,0.0342,0.0325,0.0109,0.0211,0.0146,-0.0008,0.0064,-0.0139
1305,MacArthurLab_1306,train,sas,sas,-0.0116,-0.0106,0.0307,0.0306,0.01,0.0303,0.0014,0.0007,0.0202,0.0003
1306,MacArthurLab_1307,missing,,sas,-0.0123,-0.011,0.0313,0.0296,0.0157,0.0202,0.0131,-0.0082,-0.0102,-0.0083
1307,MacArthurLab_1308,missing,,sas,-0.0133,-0.0121,0.032,0.0276,0.0119,0.0201,0.0122,-0.0005,0.005,-0.0167
1308,MacArthurLab_1309,train,sas,sas,-0.0129,-0.015,0.0279,0.0248,0.0103,0.0158,0.0105,0.0033,0.0063,-0.0152
1309,MacArthurLab_1310,missing,,sas,-0.0129,-0.013,0.0303,0.0275,0.0104,0.0189,0.0117,0.0042,0.0108,-0.0147
1310,MacArthurLab_1311,missing,,sas,-0.0115,-0.0116,0.0281,0.0287,0.0082,0.0265,0.0005,0.0007,0.0192,0.0009
1311,MacArthurLab_1312,train,sas,sas,-0.0127,-0.0114,0.0328,0.0315,0.0171,0.0242,0.0144,-0.0088,-0.0065,-0.0072
1312,MacArthurLab_1313,missing,,sas,-0.0126,-0.0106,0.0323,0.0303,0.0149,0.0183,0.0159,-0.0096,-0.0135,-0.0109
1313,MacArthurLab_1314,test,sas,sas,-0.0119,-0.0116,0.0271,0.0262,0.0081,0.0248,-0.0003,0.002,0.0192,0.0015
1314,MacArthurLab_1315,test,sas,sas,-0.0119,-0.0131,0.0271,0.0276,0.0095,0.0257,0.0005,0.0021,0.0218,-0.001
1315,MacArthurLab_1316,missing,,sas,-0.0117,-0.0102,0.0296,0.0284,0.0074,0.0262,0.0003,0.0004,0.0207,0.0008
1316,MacArthurLab_1317,train,sas,sas,-0.0133,-0.0076,0.03,0.0218,0.0074,0.0119,0.0113,-0.0025,-0.001,-0.0101
1317,MacArthurLab_1318,missing,,sas,-0.0133,-0.008,0.0295,0.0224,0.0055,0.0124,0.0099,0.0024,0.0053,-0.0145
1318,MacArthurLab_1319,train,sas,sas,-0.0132,-0.0048,0.0309,0.0231,0.0049,0.0111,0.0107,-0.0004,0.0019,-0.0159
1319,MacArthurLab_1320,test,sas,sas,-0.0137,-0.0074,0.0304,0.0211,0.0092,0.013,0.011,-0.0007,0.0021,-0.0118
1320,MacArthurLab_1321,missing,,sas,-0.0131,-0.0103,0.0281,0.0237,0.0114,0.0132,0.0117,-0.0057,-0.0101,-0.0091
1321,MacArthurLab_1322,train,sas,sas,-0.0124,-0.0058,0.0275,0.0231,0.0042,0.0207,-0.002,0.0036,0.017,0.0017
1322,MacArthurLab_1323,test,sas,sas,-0.014,-0.0074,0.0314,0.0263,0.0124,0.0166,0.0111,-0.0075,-0.0072,-0.0091
1323,MacArthurLab_1324,train,sas,sas,-0.0131,-0.0066,0.0298,0.0237,0.0127,0.0145,0.0103,-0.0083,-0.008,-0.0056
1324,MacArthurLab_1325,missing,,sas,-0.0123,-0.0079,0.0269,0.0219,0.008,0.0136,0.0041,-0.003,0.001,-0.0017
1325,MacArthurLab_1326,train,sas,sas,-0.013,-0.0088,0.0288,0.0226,0.0067,0.0114,0.011,0.0014,0.0005,-0.0131
1326,MacArthurLab_1327,train,sas,sas,-0.0121,-0.0073,0.0252,0.0187,0.0025,0.0179,-0.0007,0.0046,0.0151,0.004
1327,MacArthurLab_1328,missing,,sas,-0.0142,-0.0027,0.0248,0.027,0.0212,0.0126,-0.0038,-0.0125,-0.0367,0.0184
1328,MacArthurLab_1329,train,sas,sas,-0.0132,-0.0039,0.022,0.0272,0.0239,0.0113,-0.0032,-0.0146,-0.0437,0.0251
1329,MacArthurLab_1330,test,sas,sas,-0.0135,-0.0037,0.0232,0.0257,0.0227,0.0134,-0.0067,-0.0123,-0.0392,0.0188
1330,MacArthurLab_1331,train,sas,sas,-0.0126,-0.0066,0.0294,0.0233,0.0087,0.0122,0.0138,-0.0003,0.0001,-0.016
1331,MacArthurLab_1332,train,sas,sas,-0.0133,-0.0041,0.023,0.0273,0.0231,0.014,-0.004,-0.0141,-0.0436,0.0247
1332,MacArthurLab_1333,test,sas,sas,-0.0138,-0.004,0.0227,0.0282,0.0228,0.013,-0.0033,-0.0111,-0.0387,0.0213
1333,MacArthurLab_1334,train,sas,sas,-0.0132,-0.0079,0.0294,0.0265,0.0156,0.0125,0.0079,-0.0139,-0.025,-0.0027
1334,MacArthurLab_1335,train,sas,sas,-0.0133,-0.0059,0.0307,0.0233,0.007,0.0125,0.0144,-0.0014,0.0004,-0.015
1335,MacArthurLab_1336,train,sas,sas,-0.0133,-0.0067,0.0301,0.0226,0.0062,0.013,0.0118,0.0005,0.0049,-0.0113
1336,MacArthurLab_1337,missing,,sas,-0.013,-0.0099,0.0333,0.0299,0.0116,0.0208,0.0125,-0.0028,0.0057,-0.0145
1337,MacArthurLab_1338,missing,,sas,-0.013,-0.0101,0.0327,0.0309,0.0135,0.0205,0.0155,-0.0011,0.0063,-0.0165
1338,MacArthurLab_1339,train,sas,sas,-0.0134,-0.0037,0.0229,0.0293,0.0252,0.0133,-0.0033,-0.0124,-0.0412,0.0236
1339,MacArthurLab_1340,test,sas,sas,-0.0133,-0.005,0.0219,0.0285,0.0237,0.0128,-0.0041,-0.0097,-0.0396,0.0228
1340,MacArthurLab_1341,test,sas,sas,-0.0136,-0.0038,0.0227,0.0251,0.0212,0.0133,-0.0044,-0.0082,-0.0388,0.022
1341,MacArthurLab_1342,train,sas,sas,-0.0132,-0.0086,0.0217,0.0332,0.0302,0.0168,-0.0043,-0.0147,-0.0434,0.0254
1342,MacArthurLab_1343,missing,,sas,-0.0125,-0.0093,0.0233,0.0343,0.0294,0.0177,-0.0024,-0.0159,-0.0459,0.0241
1343,MacArthurLab_1344,train,sas,sas,-0.0126,-0.0084,0.0229,0.0326,0.0303,0.0182,-0.002,-0.0136,-0.0436,0.024
1344,MacArthurLab_1345,train,sas,sas,-0.0127,-0.0124,0.0281,0.0302,0.0158,0.0185,0.0089,-0.0109,-0.0144,-0.004
1345,MacArthurLab_1346,train,sas,sas,-0.0119,-0.0121,0.0285,0.0303,0.0157,0.0176,0.012,-0.0101,-0.0151,-0.0056
1346,MacArthurLab_1347,train,sas,sas,-0.0125,-0.0115,0.0219,0.0334,0.0273,0.0174,-0.0015,-0.0109,-0.0362,0.0184
1347,MacArthurLab_1348,missing,,sas,-0.0127,-0.0114,0.0288,0.0291,0.0159,0.0175,0.0112,-0.0122,-0.02,-0.0038
1348,MacArthurLab_1349,train,sas,sas,-0.0125,-0.0114,0.0288,0.0298,0.0166,0.0198,0.0096,-0.0113,-0.0048,-0.0031
1349,MacArthurLab_1350,missing,,sas,-0.0127,-0.0084,0.0249,0.0349,0.0287,0.0214,-0.0002,-0.0148,-0.0351,0.018
1350,MacArthurLab_1351,train,sas,sas,-0.0131,-0.0099,0.0245,0.0345,0.0282,0.0205,-0.0022,-0.0148,-0.038,0.0232
1351,MacArthurLab_1352,train,sas,sas,-0.0133,-0.0044,0.0255,0.035,0.0273,0.0204,-0.0027,-0.0149,-0.037,0.0226
1352,MacArthurLab_1353,train,sas,sas,-0.0131,-0.0064,0.0245,0.0337,0.0282,0.0199,-0.0012,-0.0113,-0.0404,0.0164
1353,MacArthurLab_1354,train,sas,sas,-0.0129,-0.0088,0.0261,0.0344,0.0282,0.0219,-0.0021,-0.0148,-0.0404,0.0208
1354,MacArthurLab_1355,train,sas,sas,-0.0132,-0.0086,0.0262,0.0359,0.0292,0.0213,0.0005,-0.0129,-0.0385,0.0189
1355,MacArthurLab_1356,train,nfe,nfe,-0.0149,-0.0287,-0.028,-0.0047,-0.0291,0.0112,-0.0165,0.0204,-0.0092,0.01
1356,MacArthurLab_1357,test,nfe,nfe,-0.0127,-0.0315,-0.0028,-0.0038,-0.0119,-0.0334,-0.0044,0.0181,0.0074,-0.0141
1357,MacArthurLab_1358,train,nfe,nfe,-0.0164,-0.0263,-0.0479,-0.0008,-0.063,0.0612,0.0048,0.0181,-0.0335,-0.0319
1358,MacArthurLab_1359,train,nfe,nfe,-0.0128,-0.0299,-0.0046,-0.0042,-0.0074,-0.0269,-0.0053,-0.0001,-0.0142,0.0152
1359,MacArthurLab_1360,missing,,nfe,-0.0132,-0.0314,-0.0019,-0.0031,-0.0128,-0.0335,-0.0043,0.0158,0.0069,-0.0149
1360,MacArthurLab_1361,missing,,nfe,-0.0132,-0.0187,-0.0324,0.008,0.0068,-0.0222,0.005,-0.0342,0.0147,0.0249
1361,MacArthurLab_1362,train,nfe,nfe,-0.016,-0.0278,-0.042,-0.0016,-0.0507,0.0397,0.0025,0.0084,-0.0195,-0.0141
1362,MacArthurLab_1363,train,nfe,nfe,-0.0131,-0.0304,-0.0014,-0.0021,-0.012,-0.0306,-0.0063,0.0147,0.0034,-0.0127
1363,MacArthurLab_1364,train,nfe,nfe,-0.016,-0.0262,-0.046,-0.0019,-0.06,0.056,0.0071,0.0139,-0.0352,-0.0291
1364,MacArthurLab_1365,train,nfe,nfe,-0.0129,-0.0316,-0.0032,-0.0037,-0.013,-0.0336,-0.0045,0.0203,0.0046,-0.016
1365,MacArthurLab_1366,train,nfe,nfe,-0.0134,-0.03,-0.0059,-0.0027,-0.008,-0.028,-0.0059,-0.0001,-0.0127,0.014
1366,MacArthurLab_1367,test,nfe,nfe,-0.0135,-0.033,-0.0039,-0.0033,-0.0135,-0.0349,-0.0074,0.0166,0.0042,-0.0145
1367,MacArthurLab_1368,missing,,nfe,-0.0132,-0.0338,-0.004,-0.0037,-0.0133,-0.0335,-0.0067,0.0161,0.0063,-0.0151
1368,MacArthurLab_1369,train,nfe,nfe,-0.013,-0.0326,-0.0033,-0.0024,-0.0092,-0.0337,-0.007,0.0134,-0.0063,-0.008
1369,MacArthurLab_1370,train,nfe,nfe,-0.0129,-0.0316,-0.0033,-0.0052,-0.013,-0.033,-0.0054,0.0176,0.0054,-0.0121
1370,MacArthurLab_1371,train,nfe,nfe,-0.0136,-0.0302,-0.0066,-0.0044,-0.0086,-0.029,-0.0045,-0.003,-0.0128,0.0154
1371,MacArthurLab_1372,missing,,nfe,-0.0143,-0.0288,-0.026,-0.0024,-0.0258,0.0087,-0.0165,0.0164,-0.0076,0.0106
1372,MacArthurLab_1373,test,nfe,nfe,-0.0132,-0.0311,-0.0027,-0.003,-0.0128,-0.0346,-0.0063,0.0147,0.003,-0.0141
1373,MacArthurLab_1374,missing,,nfe,-0.013,-0.0218,-0.0237,0.0056,0.0068,-0.0277,0.0018,-0.028,0.0076,0.0262
1374,MacArthurLab_1375,missing,,nfe,-0.0137,-0.0186,-0.0318,0.0088,0.0086,-0.0224,0.0054,-0.0358,0.0151,0.0241
1375,MacArthurLab_1376,missing,,nfe,-0.0153,-0.0275,-0.0352,0.0007,-0.0328,0.0288,-0.0059,0.0151,-0.02,0.0013
1376,MacArthurLab_1377,train,nfe,nfe,-0.0144,-0.0263,-0.026,-0.0006,-0.0291,0.0148,-0.0139,0.022,-0.0091,0.0083
1377,MacArthurLab_1378,train,nfe,nfe,-0.0129,-0.0209,-0.0257,0.0061,0.0042,-0.0257,0.0042,-0.0331,0.0105,0.0234
1378,MacArthurLab_1379,missing,,nfe,-0.0136,-0.0193,-0.032,0.0077,0.0065,-0.0248,0.0049,-0.0315,0.0143,0.0244
1379,MacArthurLab_1380,test,nfe,nfe,-0.0138,-0.0207,-0.032,0.0088,0.006,-0.0237,0.0031,-0.0304,0.0132,0.0229
1380,MacArthurLab_1381,test,nfe,nfe,-0.0126,-0.031,-0.0027,-0.0015,-0.0134,-0.0325,-0.0053,0.0193,0.0061,-0.0115
1381,MacArthurLab_1382,test,nfe,nfe,-0.0133,-0.0317,-0.003,-0.0032,-0.0137,-0.0334,-0.0058,0.017,0.0022,-0.0134
1382,MacArthurLab_1383,test,nfe,nfe,-0.0133,-0.0329,-0.0048,-0.0033,-0.0133,-0.0351,-0.0053,0.0153,0.006,-0.0092
1383,MacArthurLab_1384,train,nfe,nfe,-0.0131,-0.0302,-0.003,-0.0037,-0.0123,-0.0313,-0.0062,0.0117,0.006,-0.0107
1384,MacArthurLab_1385,train,nfe,nfe,-0.0129,-0.0308,-0.0031,-0.0006,-0.0112,-0.0325,-0.0094,0.0134,0.0008,-0.0088
1385,MacArthurLab_1386,train,nfe,nfe,-0.0133,-0.0312,-0.0025,-0.0046,-0.0106,-0.0304,-0.005,0.015,0.0044,-0.0132
1386,MacArthurLab_1387,missing,,nfe,-0.0133,-0.0321,-0.0032,-0.0036,-0.0128,-0.032,-0.007,0.0173,0.0073,-0.0126
1387,MacArthurLab_1388,missing,,nfe,-0.013,-0.0333,-0.0034,-0.0018,-0.0122,-0.0352,-0.0028,0.0181,0.0052,-0.0148
1388,MacArthurLab_1389,train,nfe,nfe,-0.0156,-0.0275,-0.041,-0.0017,-0.0506,0.0444,0.0016,0.0113,-0.0197,-0.017
1389,MacArthurLab_1390,missing,,nfe,-0.0128,-0.0302,-0.0024,-0.0038,-0.0123,-0.0324,-0.0053,0.0164,0.005,-0.0142
1390,MacArthurLab_1391,train,nfe,nfe,-0.0162,-0.0242,-0.0466,-0.0008,-0.0417,0.0405,-0.0039,0.0128,-0.0226,0.0014
1391,MacArthurLab_1392,train,nfe,nfe,-0.013,-0.0319,-0.0026,-0.0022,-0.0114,-0.0328,-0.0054,0.0138,0.0019,-0.0128
1392,MacArthurLab_1393,missing,,nfe,-0.0134,-0.0323,-0.0028,-0.0052,-0.0135,-0.034,-0.0062,0.0181,0.0023,-0.0161
1393,MacArthurLab_1394,missing,,nfe,-0.013,-0.033,-0.0044,-0.003,-0.0133,-0.0346,-0.0056,0.0167,0.0031,-0.0143
1394,MacArthurLab_1395,train,nfe,nfe,-0.0132,-0.0322,-0.0037,-0.0051,-0.0126,-0.032,-0.0071,0.0176,0.0034,-0.0149
1395,MacArthurLab_1396,train,nfe,nfe,-0.0128,-0.0312,-0.0032,-0.0033,-0.0124,-0.0337,-0.007,0.0178,0.0025,-0.0138
1396,MacArthurLab_1397,missing,,nfe,-0.0133,-0.0304,-0.0042,-0.0026,-0.0083,-0.0267,-0.0049,-0.0004,-0.0093,0.0145
1397,MacArthurLab_1398,train,nfe,nfe,-0.0131,-0.0311,-0.0075,-0.0025,-0.0086,-0.0311,-0.0072,0.0019,-0.0139,0.0174
1398,MacArthurLab_1399,test,nfe,nfe,-0.0129,-0.0312,-0.0059,-0.0036,-0.0073,-0.0283,-0.0065,0.0009,-0.0116,0.0147
1399,MacArthurLab_1400,missing,,nfe,-0.0131,-0.032,-0.0077,-0.0048,-0.0102,-0.0333,-0.0026,-0.0006,-0.0127,0.0131
1400,MacArthurLab_1401,train,nfe,nfe,-0.0129,-0.0306,-0.006,-0.003,-0.0074,-0.029,-0.0032,-0.0037,-0.0161,0.0214
1401,MacArthurLab_1402,missing,,nfe,-0.0128,-0.0303,-0.0049,-0.0046,-0.0087,-0.0272,-0.0044,0.0029,-0.0081,0.0093
1402,MacArthurLab_1403,missing,,nfe,-0.0133,-0.0305,-0.0044,-0.0026,-0.0083,-0.0276,-0.0018,-0.0021,-0.0127,0.015
1403,MacArthurLab_1404,train,nfe,nfe,-0.0132,-0.02,-0.031,0.0085,0.0066,-0.0244,0.0052,-0.0349,0.0151,0.0274
1404,MacArthurLab_1405,test,nfe,nfe,-0.0143,-0.0279,-0.0276,-0.0013,-0.029,0.0173,-0.0151,0.0252,-0.0119,0.0054
1405,MacArthurLab_1406,train,nfe,nfe,-0.0133,-0.0264,-0.0237,-0.0028,-0.0266,0.0104,-0.0148,0.017,-0.0069,0.0069
1406,MacArthurLab_1407,train,nfe,nfe,-0.0145,-0.0307,-0.0253,-0.0023,-0.0267,0.0095,-0.0174,0.0188,-0.0067,0.01
1407,MacArthurLab_1408,train,nfe,nfe,-0.013,-0.0207,-0.0242,0.0059,0.0048,-0.0252,0.002,-0.0329,0.011,0.0279
1408,MacArthurLab_1409,train,nfe,nfe,-0.0131,-0.0212,-0.0242,0.0033,0.0043,-0.025,0.0019,-0.0298,0.01,0.0245
1409,MacArthurLab_1410,missing,,nfe,-0.0131,-0.0212,-0.023,0.0055,0.0072,-0.0278,0.0014,-0.029,0.0078,0.0281
1410,MacArthurLab_1411,missing,,nfe,-0.0128,-0.0305,-0.0026,-0.0025,-0.0129,-0.0332,-0.0056,0.0155,0.0076,-0.0137
1411,MacArthurLab_1412,missing,,nfe,-0.0131,-0.0333,-0.0039,-0.0046,-0.013,-0.0361,-0.0059,0.0164,0.0056,-0.0165
1412,MacArthurLab_1413,train,nfe,nfe,-0.0129,-0.0217,-0.0229,0.0043,0.0033,-0.0247,0.0009,-0.0284,0.0079,0.0268
